1887	0.0284689240992265
1888	0.0280397925235824
1889	0.0279504234928952
1890	0.0272473375875021
1891	0.0283416396842529
1892	0.0276184569715819
1893	0.0278774392509282
1894	0.0269082660174837
1895	0.0275496352728506
1896	0.0271928402413186
1897	0.0270808231613537
1898	0.0268992194310167
1899	0.0267596500736984
1900	0.026473030961302
1901	0.0263078563827994
1902	0.0263406989761939
1903	0.026347351029432
1904	0.0260386187733799
1905	0.0254092059710382
1906	0.0253331903480308
1907	0.0246434662923147
1908	0.0249830023706027
1909	0.0241193409629488
1910	0.0234046295409866
1911	0.0244939535148306
1912	0.0242091302131516
1913	0.024242138165388
1914	0.0240411668439762
1915	0.0231344849679049
1916	0.0227471426844581
1917	0.0198773777233684
1918	0.0198935627305341
1919	0.0192390107139281
1920	0.0258176848491514
1921	0.0228162062313087
1922	0.0208596596099839
1923	0.0201989987231588
1924	0.0192785436754772
1925	0.0187034857904085
1926	0.0182489561586639
1927	0.0171139285085402
1928	0.0171638369039634
1929	0.0166618486365922
1930	0.0167630734229846
1931	0.0162777382275316
1932	0.0157565339376281
1933	0.014865864144454
1934	0.0152539964856641
1935	0.0151791928480749
1936	0.0152954357674916
1937	0.0153055704757595
1938	0.0154876711001998
1939	0.0152821692742236
1940	0.0152484727086284
1941	0.0155052328483811
1942	0.0174142318886357
1943	0.0167943872561208
1944	0.0181243344971894
1945	0.0163527016225968
1946	0.0195000796116584
1947	0.0206995137135209
1948	0.018091627159566
1949	0.0169934632731319
1950	0.0162444746583567
1951	0.0158419986119645
1952	0.0157233705868822
1953	0.0158968748579346
1954	0.0156558764027901
1955	0.0154931388271134
1956	0.0161211523244796
1957	0.0165557590676295
1958	0.01685295000242
1959	0.0169096144259695
1960	0.0175337438541219
