1900	0.0169086080292361	150
1901	0.0157841697521799	147.50
1902	0.0151971584548143	129.90
1903	0.0145272282266502	129.10
1904	0.0152846656059177	141.70
1905	0.0143672523545397	126.10
1906	0.0145281139085494	129.60
1907	0.0142958950838863	116.10
1908	0.0140837144579569	120.20
1909	0.0138121497321398	108.40
1910	0.0128705202389354	105.80
1911	0.014716068812841	127.10
1912	0.0137108246644137	96.20
1913	0.0141033715886648	108.50
1914	0.0142461397354092	105.30
1915	0.0161097155567375	111.60
1916	0.0147921985973066	91.80
1917	0.0148166321859595	97.90
1918	0.0180699813046334	97.60
1919	0.0140226014749407	90.90
1920	0.0127232944756039	81.80
1921	0.0123938311000567	83.80
1922	0.0130715179951051	80.10
1923	0.0118227412365836	70.80
1924	0.0125628486641596	78.20
1925	0.012391918294849	77.30
1926	0.0118628808251654	72.30
1927	0.0125166182426484	72.40
1928	0.0119166546111323	68
1929	0.0136281953160876	76.30
1930	0.0116991254965798	63.10
1931	0.0124563307403806	68.50
1932	0.0122582497032481	68.30
1933	0.0124562983662941	66.40
1934	0.0119588565550936	61.40
1935	0.0119765727514215	60.40
1936	0.0123391240258871	62.10
1937	0.0126414823022885	61.10
1938	0.0117824740336168	55.50
1939	0.0122373321948275	53.60
1940	0.0146266500395401	61
1941	0.0139820014976466	63.30
1942	0.0126876790830946	52.90
1943	0.0121334974389577	51.90
1944	0.0118360448703662	47.60
1945	0.0116507050703838	48.80
1946	0.0117041589946885	42.70
1947	0.0121264385218021	43.70
1948	0.0109127939048472	36
1949	0.0117199340366772	34.10
1950	0.0117133471611603	31.20
1951	0.0125835157864175	31.10
1952	0.0113784474074544	28.80
1953	0.0114091107645539	27.60
1954	0.0113936991897945	26.40
1955	0.0116969895634798	25.80
1956	0.0116830814617992	24.40
1957	0.0114951915411568	23.90
1958	0.0116943032767049	23.30
1959	0.0116658615028399	23.10
1960	0.0115199388992315	22.50
